SchYear,DistName,StudentGroup,StudentGroup_TotalTested,StudentSubGroup,StudentSubGroup_TotalTested,ProficientOrAbove_count,ProficientOrAbove_percent,ParticipationRate,DistLocale
2018,Acton-Agua Dulce Unified,Gender,76,Female,34,14.0,0.4118,1.0,"Rural, distant"
2018,Acton-Agua Dulce Unified,Gender,76,Male,42,12.0,0.2857,0.9333,"Rural, distant"
2018,Acton-Agua Dulce Unified,RaceEth,76,Asian,*,,,,"Rural, distant"
2018,Acton-Agua Dulce Unified,RaceEth,76,Black or African American,*,,,,"Rural, distant"
2018,Acton-Agua Dulce Unified,RaceEth,76,Hispanic or Latino,41,12.0,0.2927,0.9762,"Rural, distant"
2018,Acton-Agua Dulce Unified,RaceEth,76,Native Hawaiian or Pacific Islander,*,,,,"Rural, distant"
2018,Acton-Agua Dulce Unified,RaceEth,76,Two or More,*,,,,"Rural, distant"
2018,Acton-Agua Dulce Unified,RaceEth,76,White,28,13.0,0.4643,0.9655,"Rural, distant"
2018,Adelanto Elementary,All Students,943,All Students,943,162.0,0.1718,0.9813,"Suburb, large"
2018,Adelanto Elementary,Disability Status,943,Non-SWD,820,161.0,0.1963,0.9844,"Suburb, large"
2018,Adelanto Elementary,Disability Status,943,SWD,123,1.0,0.0081,0.9609,"Suburb, large"
2018,Adelanto Elementary,EL Status,943,EL Exited,123,36.0,0.2927,1.0,"Suburb, large"
2018,Adelanto Elementary,EL Status,943,English Learner,139,2.0,0.0144,0.9929,"Suburb, large"
2018,Adelanto Elementary,EL Status,943,English Proficient,803,160.0,0.1993,0.9793,"Suburb, large"
2018,Adelanto Elementary,EL Status,943,Ever EL,262,38.0,0.145,0.9962,"Suburb, large"
2018,Adelanto Elementary,Economic Status,943,Economically Disadvantaged,775,116.0,0.1497,0.9785,"Suburb, large"
2018,Adelanto Elementary,Economic Status,943,Not Economically Disadvantaged,168,46.0,0.2738,0.9941,"Suburb, large"
2018,Adelanto Elementary,Gender,943,Female,475,86.0,0.1811,0.9814,"Suburb, large"
2018,Adelanto Elementary,Gender,943,Male,468,76.0,0.1624,0.9811,"Suburb, large"
2018,Adelanto Elementary,RaceEth,943,American Indian or Alaska Native,*,,,,"Suburb, large"
2018,Adelanto Elementary,RaceEth,943,Asian,11,4.0,0.3636,1.0,"Suburb, large"
2018,Adelanto Elementary,RaceEth,943,Black or African American,194,16.0,0.0825,0.9798,"Suburb, large"
2018,Adelanto Elementary,RaceEth,943,Filipino,*,,,,"Suburb, large"
2018,Adelanto Elementary,RaceEth,943,Hispanic or Latino,600,112.0,0.1867,0.9868,"Suburb, large"
2018,Adelanto Elementary,RaceEth,943,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2018,Adelanto Elementary,RaceEth,943,Two or More,35,6.0,0.1714,0.9722,"Suburb, large"
2018,Adelanto Elementary,RaceEth,943,White,74,16.0,0.2162,0.9367,"Suburb, large"
2018,Alameda Unified,All Students,698,All Students,698,436.0,0.6246,0.9776,"Suburb, large"
2018,Alameda Unified,Disability Status,698,Non-SWD,620,412.0,0.6645,0.9857,"Suburb, large"
2018,Alameda Unified,Disability Status,698,SWD,78,24.0,0.3077,0.9176,"Suburb, large"
2018,Alameda Unified,EL Status,698,EL Exited,59,51.0,0.8644,1.0,"Suburb, large"
2018,Alameda Unified,EL Status,698,English Learner,130,56.0,0.4308,0.9848,"Suburb, large"
2018,Alameda Unified,EL Status,698,English Proficient,568,380.0,0.669,0.9776,"Suburb, large"
2018,Alameda Unified,EL Status,698,Ever EL,189,107.0,0.5661,0.9895,"Suburb, large"
2018,Alameda Unified,Economic Status,698,Economically Disadvantaged,213,86.0,0.4038,0.9771,"Suburb, large"
2018,Alameda Unified,Economic Status,698,Not Economically Disadvantaged,485,350.0,0.7216,0.9778,"Suburb, large"
2018,Alameda Unified,Gender,698,Female,353,217.0,0.6147,0.9888,"Suburb, large"
2018,Alameda Unified,Gender,698,Male,345,219.0,0.6348,0.9664,"Suburb, large"
2018,Alameda Unified,RaceEth,698,American Indian or Alaska Native,*,,,,"Suburb, large"
2018,Alameda Unified,RaceEth,698,Asian,193,144.0,0.7461,0.9897,"Suburb, large"
2018,Alameda Unified,RaceEth,698,Black or African American,38,12.0,0.3158,1.0,"Suburb, large"
2018,Alameda Unified,RaceEth,698,Filipino,39,20.0,0.5128,1.0,"Suburb, large"
2018,Alameda Unified,RaceEth,698,Hispanic or Latino,129,68.0,0.5271,0.9847,"Suburb, large"
2018,Alameda Unified,RaceEth,698,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2018,Alameda Unified,RaceEth,698,Two or More,105,69.0,0.6571,0.9813,"Suburb, large"
2018,Alameda Unified,RaceEth,698,White,189,121.0,0.6402,0.9497,"Suburb, large"
2018,Albany City Unified,All Students,266,All Students,266,203.0,0.7632,0.9673,"Suburb, large"
2018,Albany City Unified,Disability Status,266,Non-SWD,240,193.0,0.8042,0.9677,"Suburb, large"
2018,Albany City Unified,Disability Status,266,SWD,26,10.0,0.3846,0.963,"Suburb, large"
2018,Albany City Unified,EL Status,266,EL Exited,26,24.0,0.9231,1.0,"Suburb, large"
2018,Albany City Unified,EL Status,266,English Learner,52,31.0,0.5962,0.9455,"Suburb, large"
2018,Albany City Unified,EL Status,266,English Proficient,210,170.0,0.8095,0.9767,"Suburb, large"
2018,Albany City Unified,EL Status,266,Ever EL,78,55.0,0.7051,0.963,"Suburb, large"
2018,Albany City Unified,Economic Status,266,Economically Disadvantaged,46,28.0,0.6087,0.9787,"Suburb, large"
2018,Albany City Unified,Economic Status,266,Not Economically Disadvantaged,220,175.0,0.7955,0.9649,"Suburb, large"
2018,Albany City Unified,Gender,266,Female,123,93.0,0.7561,0.9535,"Suburb, large"
2018,Albany City Unified,Gender,266,Male,143,110.0,0.7692,0.9795,"Suburb, large"
2018,Albany City Unified,RaceEth,266,American Indian or Alaska Native,*,,,,"Suburb, large"
2018,Albany City Unified,RaceEth,266,Asian,76,60.0,0.7895,0.962,"Suburb, large"
2018,Albany City Unified,RaceEth,266,Black or African American,*,,,,"Suburb, large"
2018,Albany City Unified,RaceEth,266,Filipino,*,,,,"Suburb, large"
2018,Albany City Unified,RaceEth,266,Hispanic or Latino,37,23.0,0.6216,0.9737,"Suburb, large"
2018,Albany City Unified,RaceEth,266,Two or More,34,27.0,0.7941,0.9444,"Suburb, large"
2018,Albany City Unified,RaceEth,266,White,105,87.0,0.8286,0.9813,"Suburb, large"
2018,Alexander Valley Union Elementary,All Students,11,All Students,11,5.0,0.4545,0.9167,"Rural, fringe"
2018,Alexander Valley Union Elementary,Disability Status,11,Non-SWD,11,5.0,0.4545,0.9167,"Rural, fringe"
2018,Alexander Valley Union Elementary,EL Status,11,English Learner,*,,,,"Rural, fringe"
2018,Alexander Valley Union Elementary,EL Status,11,English Proficient,*,,,,"Rural, fringe"
2018,Alexander Valley Union Elementary,EL Status,11,Ever EL,*,,,,"Rural, fringe"
2018,Alexander Valley Union Elementary,Economic Status,11,Economically Disadvantaged,*,,,,"Rural, fringe"
2018,Alexander Valley Union Elementary,Economic Status,11,Not Economically Disadvantaged,*,,,,"Rural, fringe"
2018,Alexander Valley Union Elementary,Gender,11,Female,*,,,,"Rural, fringe"
2018,Alexander Valley Union Elementary,Gender,11,Male,*,,,,"Rural, fringe"
2018,Alexander Valley Union Elementary,RaceEth,11,Hispanic or Latino,*,,,,"Rural, fringe"
2018,Alexander Valley Union Elementary,RaceEth,11,White,*,,,,"Rural, fringe"
2018,Alhambra Unified,All Students,1082,All Students,1082,634.0,0.586,0.9945,"Suburb, large"
2018,Alhambra Unified,Disability Status,1082,Non-SWD,1004,624.0,0.6215,0.996,"Suburb, large"
2018,Alhambra Unified,Disability Status,1082,SWD,78,10.0,0.1282,0.975,"Suburb, large"
2018,Alhambra Unified,EL Status,1082,EL Exited,205,177.0,0.8634,0.9951,"Suburb, large"
2018,Alhambra Unified,EL Status,1082,English Learner,265,119.0,0.4491,1.0,"Suburb, large"
2018,Alhambra Unified,EL Status,1082,English Proficient,811,511.0,0.6301,0.9927,"Suburb, large"
2018,Alhambra Unified,EL Status,1082,Ever EL,470,296.0,0.6298,0.9979,"Suburb, large"
2018,Alhambra Unified,Economic Status,1082,Economically Disadvantaged,730,365.0,0.5,0.9946,"Suburb, large"
2018,Alhambra Unified,Economic Status,1082,Not Economically Disadvantaged,352,269.0,0.7642,0.9944,"Suburb, large"
2018,Alhambra Unified,Gender,1082,Female,517,299.0,0.5783,1.0,"Suburb, large"
2018,Alhambra Unified,Gender,1082,Male,565,335.0,0.5929,0.9895,"Suburb, large"
2018,Alhambra Unified,Migrant Status,1082,Migrant,*,,,,"Suburb, large"
2018,Alhambra Unified,RaceEth,1082,Asian,507,389.0,0.7673,0.9941,"Suburb, large"
2018,Alhambra Unified,RaceEth,1082,Black or African American,*,,,,"Suburb, large"
2018,Alhambra Unified,RaceEth,1082,Filipino,21,16.0,0.7619,1.0,"Suburb, large"
2018,Alhambra Unified,RaceEth,1082,Hispanic or Latino,489,190.0,0.3885,0.9939,"Suburb, large"
2018,Alhambra Unified,RaceEth,1082,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2018,Alhambra Unified,RaceEth,1082,Two or More,39,27.0,0.6923,1.0,"Suburb, large"
2018,Alhambra Unified,RaceEth,1082,White,17,9.0,0.5294,1.0,"Suburb, large"
2018,Alisal Union,All Students,1267,All Students,1267,277.0,0.2188,0.9961,"City, midsize"
2018,Alisal Union,Disability Status,1267,Non-SWD,1154,270.0,0.2342,0.9974,"City, midsize"
2018,Alisal Union,Disability Status,1267,SWD,113,7.0,0.0619,0.9826,"City, midsize"
2018,Alisal Union,EL Status,1267,EL Exited,94,54.0,0.5745,0.9895,"City, midsize"
2018,Alisal Union,EL Status,1267,English Learner,993,164.0,0.1652,0.997,"City, midsize"
2018,Alisal Union,EL Status,1267,English Proficient,263,112.0,0.4275,0.9962,"City, midsize"
2018,Alisal Union,EL Status,1267,Ever EL,1087,218.0,0.2006,0.9963,"City, midsize"
2018,Alisal Union,Economic Status,1267,Economically Disadvantaged,1104,228.0,0.2067,0.9982,"City, midsize"
2018,Alisal Union,Economic Status,1267,Not Economically Disadvantaged,163,49.0,0.3006,0.9819,"City, midsize"
2018,Alisal Union,Gender,1267,Female,595,120.0,0.2017,1.0,"City, midsize"
2018,Alisal Union,Gender,1267,Male,672,157.0,0.234,0.9926,"City, midsize"
2018,Alisal Union,Migrant Status,1267,Migrant,46,6.0,0.1304,1.0,"City, midsize"
2018,Alisal Union,RaceEth,1267,American Indian or Alaska Native,*,,,,"City, midsize"
2018,Alisal Union,RaceEth,1267,Asian,*,,,,"City, midsize"
2018,Alisal Union,RaceEth,1267,Black or African American,*,,,,"City, midsize"
2018,Alisal Union,RaceEth,1267,Filipino,*,,,,"City, midsize"
2018,Alisal Union,RaceEth,1267,Hispanic or Latino,1192,252.0,0.2116,0.9975,"City, midsize"
2018,Alisal Union,RaceEth,1267,Native Hawaiian or Pacific Islander,*,,,,"City, midsize"
2018,Alisal Union,RaceEth,1267,White,12,3.0,0.25,1.0,"City, midsize"
2018,Allensworth Elementary,All Students,*,All Students,*,,,,"Rural, distant"
2018,Allensworth Elementary,Disability Status,*,Non-SWD,*,,,,"Rural, distant"
2018,Allensworth Elementary,EL Status,*,EL Exited,*,,,,"Rural, distant"
2018,Allensworth Elementary,EL Status,*,English Learner,*,,,,"Rural, distant"
2018,Allensworth Elementary,EL Status,*,English Proficient,*,,,,"Rural, distant"
2018,Allensworth Elementary,EL Status,*,Ever EL,*,,,,"Rural, distant"
2018,Allensworth Elementary,Economic Status,*,Economically Disadvantaged,*,,,,"Rural, distant"
2018,Allensworth Elementary,Gender,*,Female,*,,,,"Rural, distant"
2018,Allensworth Elementary,Gender,*,Male,*,,,,"Rural, distant"
2018,Allensworth Elementary,RaceEth,*,Hispanic or Latino,*,,,,"Rural, distant"
2018,Alpaugh Unified,All Students,27,All Students,27,4.0,0.1481,1.0,"Rural, distant"
2018,Alpaugh Unified,Disability Status,27,Non-SWD,27,4.0,0.1481,1.0,"Rural, distant"
2018,Alpaugh Unified,EL Status,27,English Learner,24,3.0,0.125,1.0,"Rural, distant"
2018,Alpaugh Unified,EL Status,27,English Proficient,*,,,,"Rural, distant"
2018,Alpaugh Unified,EL Status,27,Ever EL,24,3.0,0.125,1.0,"Rural, distant"
2018,Alpaugh Unified,Economic Status,27,Economically Disadvantaged,25,4.0,0.16,1.0,"Rural, distant"
2018,Alpaugh Unified,Economic Status,27,Not Economically Disadvantaged,*,,,,"Rural, distant"
2018,Alpaugh Unified,Gender,27,Female,16,1.0,0.0625,1.0,"Rural, distant"
2018,Alpaugh Unified,Gender,27,Male,11,3.0,0.2727,1.0,"Rural, distant"
2018,Alpaugh Unified,Migrant Status,27,Migrant,*,,,,"Rural, distant"
2018,Alpaugh Unified,RaceEth,27,Asian,*,,,,"Rural, distant"
2018,Alpaugh Unified,RaceEth,27,Hispanic or Latino,25,4.0,0.16,1.0,"Rural, distant"
2018,Alpaugh Unified,RaceEth,27,White,*,,,,"Rural, distant"
2018,Alpine County Unified,All Students,11,All Students,11,3.0,0.2727,1.0,"Rural, distant"
2018,Alpine County Unified,Disability Status,11,Non-SWD,*,,,,"Rural, distant"
2018,Alpine County Unified,Disability Status,11,SWD,*,,,,"Rural, distant"
2018,Alpine County Unified,EL Status,11,English Proficient,*,,,,"Rural, distant"
2018,Alpine County Unified,Economic Status,11,Economically Disadvantaged,*,,,,"Rural, distant"
2018,Alpine County Unified,Economic Status,11,Not Economically Disadvantaged,*,,,,"Rural, distant"
2018,Alpine County Unified,Gender,11,Female,*,,,,"Rural, distant"
2018,Alpine County Unified,Gender,11,Male,*,,,,"Rural, distant"
2018,Alpine County Unified,RaceEth,11,American Indian or Alaska Native,*,,,,"Rural, distant"
2018,Alpine County Unified,RaceEth,11,White,*,,,,"Rural, distant"
2018,Alpine Union Elementary,All Students,161,All Students,161,88.0,0.5466,0.936,"Suburb, large"
2018,Alpine Union Elementary,Disability Status,161,Non-SWD,141,84.0,0.5957,0.94,"Suburb, large"
2018,Alpine Union Elementary,Disability Status,161,SWD,20,4.0,0.2,0.9091,"Suburb, large"
2018,Alpine Union Elementary,EL Status,161,EL Exited,*,,,,"Suburb, large"
2018,Alpine Union Elementary,EL Status,161,English Learner,15,7.0,0.4667,1.0,"Suburb, large"
2018,Alpine Union Elementary,EL Status,161,English Proficient,146,81.0,0.5548,0.9299,"Suburb, large"
2018,Alpine Union Elementary,EL Status,161,Ever EL,20,9.0,0.45,1.0,"Suburb, large"
2018,Alpine Union Elementary,Economic Status,161,Economically Disadvantaged,38,17.0,0.4474,0.8636,"Suburb, large"
2018,Alpine Union Elementary,Economic Status,161,Not Economically Disadvantaged,123,71.0,0.5772,0.9609,"Suburb, large"
2018,Alpine Union Elementary,Gender,161,Female,84,45.0,0.5357,0.913,"Suburb, large"
2018,Alpine Union Elementary,Gender,161,Male,77,43.0,0.5584,0.9625,"Suburb, large"
2018,Alpine Union Elementary,RaceEth,161,American Indian or Alaska Native,*,,,,"Suburb, large"
2018,Alpine Union Elementary,RaceEth,161,Black or African American,*,,,,"Suburb, large"
2018,Alpine Union Elementary,RaceEth,161,Filipino,*,,,,"Suburb, large"
2018,Alpine Union Elementary,RaceEth,161,Hispanic or Latino,35,16.0,0.4571,0.9211,"Suburb, large"
2018,Alpine Union Elementary,RaceEth,161,Two or More,*,,,,"Suburb, large"
2018,Alpine Union Elementary,RaceEth,161,White,107,62.0,0.5794,0.9469,"Suburb, large"
2018,Alta Loma Elementary,All Students,641,All Students,641,370.0,0.5772,0.9846,"Suburb, large"
2018,Alta Loma Elementary,Disability Status,641,Non-SWD,571,352.0,0.6165,0.9845,"Suburb, large"
2018,Alta Loma Elementary,Disability Status,641,SWD,70,18.0,0.2571,0.9859,"Suburb, large"
2018,Alta Loma Elementary,EL Status,641,EL Exited,60,45.0,0.75,1.0,"Suburb, large"
2018,Alta Loma Elementary,EL Status,641,English Learner,29,3.0,0.1034,0.9063,"Suburb, large"
2018,Alta Loma Elementary,EL Status,641,English Proficient,612,367.0,0.5997,0.9887,"Suburb, large"
2018,Alta Loma Elementary,EL Status,641,Ever EL,89,48.0,0.5393,0.9674,"Suburb, large"
2018,Alta Loma Elementary,Economic Status,641,Economically Disadvantaged,267,104.0,0.3895,0.9889,"Suburb, large"
2018,Alta Loma Elementary,Economic Status,641,Not Economically Disadvantaged,374,266.0,0.7112,0.9816,"Suburb, large"
2018,Alta Loma Elementary,Gender,641,Female,322,178.0,0.5528,0.9938,"Suburb, large"
2018,Alta Loma Elementary,Gender,641,Male,319,192.0,0.6019,0.9755,"Suburb, large"
2018,Alta Loma Elementary,RaceEth,641,American Indian or Alaska Native,*,,,,"Suburb, large"
2018,Alta Loma Elementary,RaceEth,641,Asian,50,39.0,0.78,0.9804,"Suburb, large"
2018,Alta Loma Elementary,RaceEth,641,Black or African American,45,22.0,0.4889,1.0,"Suburb, large"
2018,Alta Loma Elementary,RaceEth,641,Filipino,*,,,,"Suburb, large"
2018,Alta Loma Elementary,RaceEth,641,Hispanic or Latino,297,152.0,0.5118,0.9867,"Suburb, large"
2018,Alta Loma Elementary,RaceEth,641,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2018,Alta Loma Elementary,RaceEth,641,Two or More,*,,,,"Suburb, large"
2018,Alta Loma Elementary,RaceEth,641,White,225,140.0,0.6222,0.9783,"Suburb, large"
2018,Alta Vista Elementary,All Students,70,All Students,70,6.0,0.0857,1.0,"Suburb, small"
2018,Alta Vista Elementary,Disability Status,70,Non-SWD,67,6.0,0.0896,1.0,"Suburb, small"
2018,Alta Vista Elementary,Disability Status,70,SWD,*,,,,"Suburb, small"
2018,Alta Vista Elementary,EL Status,70,English Learner,47,5.0,0.1064,1.0,"Suburb, small"
2018,Alta Vista Elementary,EL Status,70,English Proficient,23,1.0,0.0435,1.0,"Suburb, small"
2018,Alta Vista Elementary,EL Status,70,Ever EL,47,5.0,0.1064,1.0,"Suburb, small"
2018,Alta Vista Elementary,Economic Status,70,Economically Disadvantaged,65,5.0,0.0769,1.0,"Suburb, small"
2018,Alta Vista Elementary,Economic Status,70,Not Economically Disadvantaged,*,,,,"Suburb, small"
2018,Alta Vista Elementary,Gender,70,Female,26,3.0,0.1154,1.0,"Suburb, small"
2018,Alta Vista Elementary,Gender,70,Male,44,3.0,0.0682,1.0,"Suburb, small"
2018,Alta Vista Elementary,Migrant Status,70,Migrant,*,,,,"Suburb, small"
2018,Alta Vista Elementary,RaceEth,70,Hispanic or Latino,60,6.0,0.1,1.0,"Suburb, small"
2018,Alta Vista Elementary,RaceEth,70,Native Hawaiian or Pacific Islander,*,,,,"Suburb, small"
2018,Alta Vista Elementary,RaceEth,70,White,*,,,,"Suburb, small"
2018,Alta-Dutch Flat Union Elementary,All Students,12,All Students,12,7.0,0.5833,1.0,"Rural, distant"
2018,Alta-Dutch Flat Union Elementary,Disability Status,12,Non-SWD,12,7.0,0.5833,1.0,"Rural, distant"
2018,Alta-Dutch Flat Union Elementary,EL Status,12,English Proficient,12,7.0,0.5833,1.0,"Rural, distant"
2018,Alta-Dutch Flat Union Elementary,Economic Status,12,Economically Disadvantaged,*,,,,"Rural, distant"
2018,Alta-Dutch Flat Union Elementary,Economic Status,12,Not Economically Disadvantaged,*,,,,"Rural, distant"
2018,Alta-Dutch Flat Union Elementary,Gender,12,Female,*,,,,"Rural, distant"
2018,Alta-Dutch Flat Union Elementary,Gender,12,Male,*,,,,"Rural, distant"
2018,Alta-Dutch Flat Union Elementary,RaceEth,12,White,12,7.0,0.5833,1.0,"Rural, distant"
2018,Alum Rock Union Elementary,All Students,1115,All Students,1115,377.0,0.3381,0.9911,"City, large"
2018,Alum Rock Union Elementary,Disability Status,1115,Non-SWD,987,371.0,0.3759,0.994,"City, large"
2018,Alum Rock Union Elementary,Disability Status,1115,SWD,128,6.0,0.0469,0.9697,"City, large"
2018,Alum Rock Union Elementary,EL Status,1115,EL Exited,349,187.0,0.5358,1.0,"City, large"
2018,Alum Rock Union Elementary,EL Status,1115,English Learner,421,44.0,0.1045,0.9906,"City, large"
2018,Alum Rock Union Elementary,EL Status,1115,English Proficient,692,333.0,0.4812,0.9928,"City, large"
2018,Alum Rock Union Elementary,EL Status,1115,Ever EL,770,231.0,0.3,0.9948,"City, large"
2018,Alum Rock Union Elementary,Economic Status,1115,Economically Disadvantaged,929,284.0,0.3057,0.9925,"City, large"
2018,Alum Rock Union Elementary,Economic Status,1115,Not Economically Disadvantaged,186,93.0,0.5,0.9841,"City, large"
2018,Alum Rock Union Elementary,Gender,1115,Female,545,172.0,0.3156,0.9945,"City, large"
2018,Alum Rock Union Elementary,Gender,1115,Male,570,205.0,0.3596,0.9879,"City, large"
2018,Alum Rock Union Elementary,Migrant Status,1115,Migrant,*,,,,"City, large"
2018,Alum Rock Union Elementary,RaceEth,1115,American Indian or Alaska Native,*,,,,"City, large"
2018,Alum Rock Union Elementary,RaceEth,1115,Asian,112,69.0,0.6161,1.0,"City, large"
2018,Alum Rock Union Elementary,RaceEth,1115,Black or African American,*,,,,"City, large"
2018,Alum Rock Union Elementary,RaceEth,1115,Filipino,57,30.0,0.5263,1.0,"City, large"
2018,Alum Rock Union Elementary,RaceEth,1115,Hispanic or Latino,907,257.0,0.2834,0.9913,"City, large"
2018,Alum Rock Union Elementary,RaceEth,1115,Native Hawaiian or Pacific Islander,*,,,,"City, large"
2018,Alum Rock Union Elementary,RaceEth,1115,Two or More,17,11.0,0.6471,0.9444,"City, large"
2018,Alum Rock Union Elementary,RaceEth,1115,White,*,,,,"City, large"
2018,Alview-Dairyland Union Elementary,All Students,33,All Students,33,12.0,0.3636,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,Disability Status,33,Non-SWD,33,12.0,0.3636,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,EL Status,33,English Learner,15,4.0,0.2667,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,EL Status,33,English Proficient,18,8.0,0.4444,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,EL Status,33,Ever EL,15,4.0,0.2667,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,Economic Status,33,Economically Disadvantaged,20,7.0,0.35,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,Economic Status,33,Not Economically Disadvantaged,13,5.0,0.3846,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,Gender,33,Female,16,5.0,0.3125,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,Gender,33,Male,17,7.0,0.4118,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,RaceEth,33,Asian,*,,,,"Rural, distant"
2018,Alview-Dairyland Union Elementary,RaceEth,33,Filipino,*,,,,"Rural, distant"
2018,Alview-Dairyland Union Elementary,RaceEth,33,Hispanic or Latino,21,6.0,0.2857,1.0,"Rural, distant"
2018,Alview-Dairyland Union Elementary,RaceEth,33,White,*,,,,"Rural, distant"
2018,Alvina Elementary,All Students,24,All Students,24,7.0,0.2917,1.0,"Rural, distant"
2018,Alvina Elementary,Disability Status,24,Non-SWD,22,6.0,0.2727,1.0,"Rural, distant"
2018,Alvina Elementary,Disability Status,24,SWD,*,,,,"Rural, distant"
