SchYear,DistName,StudentGroup,StudentGroup_TotalTested,StudentSubGroup,StudentSubGroup_TotalTested,ProficientOrAbove_count,ProficientOrAbove_percent,ParticipationRate,DistLocale
2017,Abc Unified,RaceEth,1592,Two or More,67,39.0,0.5821,1.0,"Suburb, large"
2017,Abc Unified,RaceEth,1592,White,99,53.0,0.5354,0.99,"Suburb, large"
2017,Ackerman Charter,All Students,62,All Students,62,36.0,0.5806,0.9841,"Town, fringe"
2017,Ackerman Charter,Disability Status,62,Non-SWD,57,34.0,0.5965,0.9828,"Town, fringe"
2017,Ackerman Charter,Disability Status,62,SWD,*,,,,"Town, fringe"
2017,Ackerman Charter,EL Status,62,EL Exited,*,,,,"Town, fringe"
2017,Ackerman Charter,EL Status,62,English Proficient,62,36.0,0.5806,0.9841,"Town, fringe"
2017,Ackerman Charter,EL Status,62,Ever EL,*,,,,"Town, fringe"
2017,Ackerman Charter,Economic Status,62,Economically Disadvantaged,22,11.0,0.5,1.0,"Town, fringe"
2017,Ackerman Charter,Economic Status,62,Not Economically Disadvantaged,40,25.0,0.625,0.9756,"Town, fringe"
2017,Ackerman Charter,Gender,62,Female,33,16.0,0.4848,0.9706,"Town, fringe"
2017,Ackerman Charter,Gender,62,Male,29,20.0,0.6897,1.0,"Town, fringe"
2017,Ackerman Charter,RaceEth,62,Asian,*,,,,"Town, fringe"
2017,Ackerman Charter,RaceEth,62,Black or African American,*,,,,"Town, fringe"
2017,Ackerman Charter,RaceEth,62,Hispanic or Latino,11,6.0,0.5455,1.0,"Town, fringe"
2017,Ackerman Charter,RaceEth,62,Two or More,*,,,,"Town, fringe"
2017,Ackerman Charter,RaceEth,62,White,46,27.0,0.587,0.9787,"Town, fringe"
2017,Acton-Agua Dulce Unified,All Students,78,All Students,78,27.0,0.3462,0.9873,"Rural, fringe"
2017,Acton-Agua Dulce Unified,Disability Status,78,Non-SWD,70,25.0,0.3571,1.0,"Rural, fringe"
2017,Acton-Agua Dulce Unified,Disability Status,78,SWD,*,,,,"Rural, fringe"
2017,Acton-Agua Dulce Unified,EL Status,78,English Learner,16,1.0,0.0625,1.0,"Rural, fringe"
2017,Acton-Agua Dulce Unified,EL Status,78,English Proficient,59,25.0,0.4237,0.9833,"Rural, fringe"
2017,Acton-Agua Dulce Unified,EL Status,78,Ever EL,16,1.0,0.0625,1.0,"Rural, fringe"
2017,Acton-Agua Dulce Unified,Economic Status,78,Economically Disadvantaged,40,9.0,0.225,1.0,"Rural, fringe"
2017,Acton-Agua Dulce Unified,Economic Status,78,Not Economically Disadvantaged,38,18.0,0.4737,0.9744,"Rural, fringe"
2017,Acton-Agua Dulce Unified,Gender,78,Female,31,6.0,0.1935,0.9688,"Rural, fringe"
2017,Acton-Agua Dulce Unified,Gender,78,Male,47,21.0,0.4468,1.0,"Rural, fringe"
2017,Acton-Agua Dulce Unified,RaceEth,78,Asian,*,,,,"Rural, fringe"
2017,Acton-Agua Dulce Unified,RaceEth,78,Hispanic or Latino,34,9.0,0.2647,1.0,"Rural, fringe"
2017,Acton-Agua Dulce Unified,RaceEth,78,Two or More,*,,,,"Rural, fringe"
2017,Acton-Agua Dulce Unified,RaceEth,78,White,37,17.0,0.4595,0.9737,"Rural, fringe"
2017,Adelanto Elementary,All Students,957,All Students,957,164.0,0.1714,0.9876,"Suburb, large"
2017,Adelanto Elementary,Disability Status,957,Non-SWD,800,161.0,0.2013,0.9889,"Suburb, large"
2017,Adelanto Elementary,Disability Status,957,SWD,157,3.0,0.0191,0.9812,"Suburb, large"
2017,Adelanto Elementary,EL Status,957,EL Exited,113,32.0,0.2832,0.9912,"Suburb, large"
2017,Adelanto Elementary,EL Status,957,English Learner,172,9.0,0.0523,0.9829,"Suburb, large"
2017,Adelanto Elementary,EL Status,957,English Proficient,784,155.0,0.1977,0.9887,"Suburb, large"
2017,Adelanto Elementary,EL Status,957,Ever EL,285,41.0,0.1439,0.9862,"Suburb, large"
2017,Adelanto Elementary,Economic Status,957,Economically Disadvantaged,816,113.0,0.1385,0.9867,"Suburb, large"
2017,Adelanto Elementary,Economic Status,957,Not Economically Disadvantaged,141,51.0,0.3617,0.993,"Suburb, large"
2017,Adelanto Elementary,Gender,957,Female,482,77.0,0.1598,0.9918,"Suburb, large"
2017,Adelanto Elementary,Gender,957,Male,475,87.0,0.1832,0.9834,"Suburb, large"
2017,Adelanto Elementary,RaceEth,957,American Indian or Alaska Native,*,,,,"Suburb, large"
2017,Adelanto Elementary,RaceEth,957,Asian,*,,,,"Suburb, large"
2017,Adelanto Elementary,RaceEth,957,Black or African American,207,15.0,0.0725,0.9857,"Suburb, large"
2017,Adelanto Elementary,RaceEth,957,Filipino,*,,,,"Suburb, large"
2017,Adelanto Elementary,RaceEth,957,Hispanic or Latino,608,116.0,0.1908,0.9902,"Suburb, large"
2017,Adelanto Elementary,RaceEth,957,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2017,Adelanto Elementary,RaceEth,957,Two or More,22,1.0,0.0455,1.0,"Suburb, large"
2017,Adelanto Elementary,RaceEth,957,White,66,18.0,0.2727,0.9706,"Suburb, large"
2017,Alameda Unified,All Students,768,All Students,768,455.0,0.5924,0.9783,"Suburb, large"
2017,Alameda Unified,Disability Status,768,Non-SWD,683,433.0,0.634,0.9884,"Suburb, large"
2017,Alameda Unified,Disability Status,768,SWD,85,22.0,0.2588,0.9043,"Suburb, large"
2017,Alameda Unified,EL Status,768,EL Exited,73,61.0,0.8356,1.0,"Suburb, large"
2017,Alameda Unified,EL Status,768,English Learner,162,62.0,0.3827,0.9878,"Suburb, large"
2017,Alameda Unified,EL Status,768,English Proficient,606,393.0,0.6485,0.9758,"Suburb, large"
2017,Alameda Unified,EL Status,768,Ever EL,235,123.0,0.5234,0.9916,"Suburb, large"
2017,Alameda Unified,Economic Status,768,Economically Disadvantaged,239,80.0,0.3347,0.9917,"Suburb, large"
2017,Alameda Unified,Economic Status,768,Not Economically Disadvantaged,529,375.0,0.7089,0.9724,"Suburb, large"
2017,Alameda Unified,Gender,768,Female,363,196.0,0.5399,0.9732,"Suburb, large"
2017,Alameda Unified,Gender,768,Male,405,259.0,0.6395,0.983,"Suburb, large"
2017,Alameda Unified,RaceEth,768,American Indian or Alaska Native,*,,,,"Suburb, large"
2017,Alameda Unified,RaceEth,768,Asian,225,162.0,0.72,0.9912,"Suburb, large"
2017,Alameda Unified,RaceEth,768,Black or African American,50,6.0,0.12,0.9615,"Suburb, large"
2017,Alameda Unified,RaceEth,768,Filipino,32,11.0,0.3438,0.9697,"Suburb, large"
2017,Alameda Unified,RaceEth,768,Hispanic or Latino,118,52.0,0.4407,0.9833,"Suburb, large"
2017,Alameda Unified,RaceEth,768,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2017,Alameda Unified,RaceEth,768,Two or More,100,68.0,0.68,0.9804,"Suburb, large"
2017,Alameda Unified,RaceEth,768,White,230,153.0,0.6652,0.9664,"Suburb, large"
2017,Albany City Unified,All Students,283,All Students,283,216.0,0.7633,0.9626,"Suburb, large"
2017,Albany City Unified,Disability Status,283,Non-SWD,259,210.0,0.8108,0.9628,"Suburb, large"
2017,Albany City Unified,Disability Status,283,SWD,24,6.0,0.25,0.96,"Suburb, large"
2017,Albany City Unified,EL Status,283,EL Exited,*,,,,"Suburb, large"
2017,Albany City Unified,EL Status,283,English Learner,68,51.0,0.75,0.9577,"Suburb, large"
2017,Albany City Unified,EL Status,283,English Proficient,208,160.0,0.7692,0.972,"Suburb, large"
2017,Albany City Unified,EL Status,283,Ever EL,76,58.0,0.7632,0.962,"Suburb, large"
2017,Albany City Unified,Economic Status,283,Economically Disadvantaged,50,30.0,0.6,0.9434,"Suburb, large"
2017,Albany City Unified,Economic Status,283,Not Economically Disadvantaged,233,186.0,0.7983,0.9668,"Suburb, large"
2017,Albany City Unified,Gender,283,Female,141,107.0,0.7589,0.9724,"Suburb, large"
2017,Albany City Unified,Gender,283,Male,142,109.0,0.7676,0.953,"Suburb, large"
2017,Albany City Unified,RaceEth,283,Asian,78,69.0,0.8846,0.975,"Suburb, large"
2017,Albany City Unified,RaceEth,283,Black or African American,*,,,,"Suburb, large"
2017,Albany City Unified,RaceEth,283,Filipino,*,,,,"Suburb, large"
2017,Albany City Unified,RaceEth,283,Hispanic or Latino,44,26.0,0.5909,0.9778,"Suburb, large"
2017,Albany City Unified,RaceEth,283,Two or More,52,38.0,0.7308,0.9811,"Suburb, large"
2017,Albany City Unified,RaceEth,283,White,93,73.0,0.7849,0.9588,"Suburb, large"
2017,Alexander Valley Union Elementary,All Students,18,All Students,18,5.0,0.2778,0.9,"Rural, fringe"
2017,Alexander Valley Union Elementary,Disability Status,18,Non-SWD,14,4.0,0.2857,0.875,"Rural, fringe"
2017,Alexander Valley Union Elementary,Disability Status,18,SWD,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,EL Status,18,English Learner,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,EL Status,18,English Proficient,14,4.0,0.2857,0.9333,"Rural, fringe"
2017,Alexander Valley Union Elementary,EL Status,18,Ever EL,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,Economic Status,18,Economically Disadvantaged,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,Economic Status,18,Not Economically Disadvantaged,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,Gender,18,Female,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,Gender,18,Male,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,Migrant Status,18,Migrant,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,RaceEth,18,Hispanic or Latino,*,,,,"Rural, fringe"
2017,Alexander Valley Union Elementary,RaceEth,18,White,11,4.0,0.3636,0.9167,"Rural, fringe"
2017,Alhambra Unified,All Students,1032,All Students,1032,576.0,0.5581,0.9895,"Suburb, large"
2017,Alhambra Unified,Disability Status,1032,Non-SWD,953,567.0,0.595,0.9906,"Suburb, large"
2017,Alhambra Unified,Disability Status,1032,SWD,79,9.0,0.1139,0.9753,"Suburb, large"
2017,Alhambra Unified,EL Status,1032,EL Exited,228,195.0,0.8553,1.0,"Suburb, large"
2017,Alhambra Unified,EL Status,1032,English Learner,224,83.0,0.3705,0.9739,"Suburb, large"
2017,Alhambra Unified,EL Status,1032,English Proficient,807,493.0,0.6109,0.9938,"Suburb, large"
2017,Alhambra Unified,EL Status,1032,Ever EL,452,278.0,0.615,0.9869,"Suburb, large"
2017,Alhambra Unified,Economic Status,1032,Economically Disadvantaged,652,307.0,0.4709,0.9879,"Suburb, large"
2017,Alhambra Unified,Economic Status,1032,Not Economically Disadvantaged,380,269.0,0.7079,0.9922,"Suburb, large"
2017,Alhambra Unified,Gender,1032,Female,526,294.0,0.5589,0.9906,"Suburb, large"
2017,Alhambra Unified,Gender,1032,Male,506,282.0,0.5573,0.9883,"Suburb, large"
2017,Alhambra Unified,Migrant Status,1032,Migrant,*,,,,"Suburb, large"
2017,Alhambra Unified,RaceEth,1032,American Indian or Alaska Native,*,,,,"Suburb, large"
2017,Alhambra Unified,RaceEth,1032,Asian,480,353.0,0.7354,0.9897,"Suburb, large"
2017,Alhambra Unified,RaceEth,1032,Black or African American,*,,,,"Suburb, large"
2017,Alhambra Unified,RaceEth,1032,Filipino,24,14.0,0.5833,1.0,"Suburb, large"
2017,Alhambra Unified,RaceEth,1032,Hispanic or Latino,450,169.0,0.3756,0.9868,"Suburb, large"
2017,Alhambra Unified,RaceEth,1032,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2017,Alhambra Unified,RaceEth,1032,Two or More,40,31.0,0.775,1.0,"Suburb, large"
2017,Alhambra Unified,RaceEth,1032,White,24,6.0,0.25,1.0,"Suburb, large"
2017,Alisal Union,All Students,1219,All Students,1219,268.0,0.2199,0.9878,"City, midsize"
2017,Alisal Union,Disability Status,1219,Non-SWD,1126,262.0,0.2327,0.9877,"City, midsize"
2017,Alisal Union,Disability Status,1219,SWD,93,6.0,0.0645,0.9894,"City, midsize"
2017,Alisal Union,EL Status,1219,EL Exited,77,42.0,0.5455,1.0,"City, midsize"
2017,Alisal Union,EL Status,1219,English Learner,936,162.0,0.1731,0.9894,"City, midsize"
2017,Alisal Union,EL Status,1219,English Proficient,275,105.0,0.3818,0.9892,"City, midsize"
2017,Alisal Union,EL Status,1219,Ever EL,1013,204.0,0.2014,0.9902,"City, midsize"
2017,Alisal Union,Economic Status,1219,Economically Disadvantaged,1066,227.0,0.2129,0.988,"City, midsize"
2017,Alisal Union,Economic Status,1219,Not Economically Disadvantaged,153,41.0,0.268,0.9871,"City, midsize"
2017,Alisal Union,Gender,1219,Female,602,127.0,0.211,0.9869,"City, midsize"
2017,Alisal Union,Gender,1219,Male,617,141.0,0.2285,0.9888,"City, midsize"
2017,Alisal Union,Migrant Status,1219,Migrant,97,21.0,0.2165,0.97,"City, midsize"
2017,Alisal Union,RaceEth,1219,Asian,15,9.0,0.6,1.0,"City, midsize"
2017,Alisal Union,RaceEth,1219,Black or African American,*,,,,"City, midsize"
2017,Alisal Union,RaceEth,1219,Filipino,*,,,,"City, midsize"
2017,Alisal Union,RaceEth,1219,Hispanic or Latino,1144,232.0,0.2028,0.9879,"City, midsize"
2017,Alisal Union,RaceEth,1219,Native Hawaiian or Pacific Islander,*,,,,"City, midsize"
2017,Alisal Union,RaceEth,1219,Two or More,*,,,,"City, midsize"
2017,Alisal Union,RaceEth,1219,White,15,8.0,0.5333,1.0,"City, midsize"
2017,Allensworth Elementary,All Students,11,All Students,11,5.0,0.4545,1.0,"Rural, distant"
2017,Allensworth Elementary,Disability Status,11,Non-SWD,11,5.0,0.4545,1.0,"Rural, distant"
2017,Allensworth Elementary,EL Status,11,English Learner,*,,,,"Rural, distant"
2017,Allensworth Elementary,EL Status,11,English Proficient,*,,,,"Rural, distant"
2017,Allensworth Elementary,EL Status,11,Ever EL,*,,,,"Rural, distant"
2017,Allensworth Elementary,Economic Status,11,Economically Disadvantaged,*,,,,"Rural, distant"
2017,Allensworth Elementary,Economic Status,11,Not Economically Disadvantaged,*,,,,"Rural, distant"
2017,Allensworth Elementary,Gender,11,Female,*,,,,"Rural, distant"
2017,Allensworth Elementary,Gender,11,Male,*,,,,"Rural, distant"
2017,Allensworth Elementary,RaceEth,11,Hispanic or Latino,11,5.0,0.4545,1.0,"Rural, distant"
2017,Alpaugh Unified,All Students,20,All Students,20,1.0,0.05,1.0,"Rural, distant"
2017,Alpaugh Unified,Disability Status,20,Non-SWD,20,1.0,0.05,1.0,"Rural, distant"
2017,Alpaugh Unified,EL Status,20,English Learner,11,0.0,0.0,1.0,"Rural, distant"
2017,Alpaugh Unified,EL Status,20,English Proficient,*,,,,"Rural, distant"
2017,Alpaugh Unified,EL Status,20,Ever EL,11,0.0,0.0,1.0,"Rural, distant"
2017,Alpaugh Unified,Economic Status,20,Economically Disadvantaged,19,1.0,0.0526,1.0,"Rural, distant"
2017,Alpaugh Unified,Economic Status,20,Not Economically Disadvantaged,*,,,,"Rural, distant"
2017,Alpaugh Unified,Gender,20,Female,11,0.0,0.0,1.0,"Rural, distant"
2017,Alpaugh Unified,Gender,20,Male,*,,,,"Rural, distant"
2017,Alpaugh Unified,RaceEth,20,Hispanic or Latino,19,1.0,0.0526,1.0,"Rural, distant"
2017,Alpaugh Unified,RaceEth,20,White,*,,,,"Rural, distant"
2017,Alpine County Unified,All Students,11,All Students,11,3.0,0.2727,1.0,"Rural, distant"
2017,Alpine County Unified,Disability Status,11,Non-SWD,*,,,,"Rural, distant"
2017,Alpine County Unified,Disability Status,11,SWD,*,,,,"Rural, distant"
2017,Alpine County Unified,EL Status,11,English Proficient,11,3.0,0.2727,1.0,"Rural, distant"
2017,Alpine County Unified,Economic Status,11,Economically Disadvantaged,*,,,,"Rural, distant"
2017,Alpine County Unified,Economic Status,11,Not Economically Disadvantaged,*,,,,"Rural, distant"
2017,Alpine County Unified,Gender,11,Female,*,,,,"Rural, distant"
2017,Alpine County Unified,Gender,11,Male,*,,,,"Rural, distant"
2017,Alpine County Unified,RaceEth,11,American Indian or Alaska Native,*,,,,"Rural, distant"
2017,Alpine County Unified,RaceEth,11,White,*,,,,"Rural, distant"
2017,Alpine Union Elementary,All Students,177,All Students,177,93.0,0.5254,0.9568,"Suburb, large"
2017,Alpine Union Elementary,Disability Status,177,Non-SWD,156,90.0,0.5769,0.9811,"Suburb, large"
2017,Alpine Union Elementary,Disability Status,177,SWD,21,3.0,0.1429,0.8077,"Suburb, large"
2017,Alpine Union Elementary,EL Status,177,EL Exited,*,,,,"Suburb, large"
2017,Alpine Union Elementary,EL Status,177,English Learner,*,,,,"Suburb, large"
2017,Alpine Union Elementary,EL Status,177,English Proficient,168,90.0,0.5357,0.9545,"Suburb, large"
2017,Alpine Union Elementary,EL Status,177,Ever EL,*,,,,"Suburb, large"
2017,Alpine Union Elementary,Economic Status,177,Economically Disadvantaged,50,12.0,0.24,1.0,"Suburb, large"
2017,Alpine Union Elementary,Economic Status,177,Not Economically Disadvantaged,127,81.0,0.6378,0.9407,"Suburb, large"
2017,Alpine Union Elementary,Gender,177,Female,97,49.0,0.5052,0.9327,"Suburb, large"
2017,Alpine Union Elementary,Gender,177,Male,80,44.0,0.55,0.9877,"Suburb, large"
2017,Alpine Union Elementary,RaceEth,177,American Indian or Alaska Native,*,,,,"Suburb, large"
2017,Alpine Union Elementary,RaceEth,177,Asian,*,,,,"Suburb, large"
2017,Alpine Union Elementary,RaceEth,177,Black or African American,*,,,,"Suburb, large"
2017,Alpine Union Elementary,RaceEth,177,Filipino,*,,,,"Suburb, large"
2017,Alpine Union Elementary,RaceEth,177,Hispanic or Latino,29,10.0,0.3448,0.9667,"Suburb, large"
2017,Alpine Union Elementary,RaceEth,177,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2017,Alpine Union Elementary,RaceEth,177,Two or More,*,,,,"Suburb, large"
2017,Alpine Union Elementary,RaceEth,177,White,122,69.0,0.5656,0.9457,"Suburb, large"
2017,Alta Loma Elementary,All Students,579,All Students,579,305.0,0.5268,0.9814,"Suburb, large"
2017,Alta Loma Elementary,Disability Status,579,Non-SWD,508,294.0,0.5787,0.9883,"Suburb, large"
2017,Alta Loma Elementary,Disability Status,579,SWD,71,11.0,0.1549,0.9342,"Suburb, large"
2017,Alta Loma Elementary,EL Status,579,EL Exited,22,15.0,0.6818,1.0,"Suburb, large"
2017,Alta Loma Elementary,EL Status,579,English Learner,28,9.0,0.3214,1.0,"Suburb, large"
2017,Alta Loma Elementary,EL Status,579,English Proficient,549,295.0,0.5373,0.9821,"Suburb, large"
2017,Alta Loma Elementary,EL Status,579,Ever EL,50,24.0,0.48,1.0,"Suburb, large"
2017,Alta Loma Elementary,Economic Status,579,Economically Disadvantaged,217,96.0,0.4424,0.9819,"Suburb, large"
2017,Alta Loma Elementary,Economic Status,579,Not Economically Disadvantaged,362,209.0,0.5773,0.981,"Suburb, large"
2017,Alta Loma Elementary,Gender,579,Female,265,129.0,0.4868,0.9851,"Suburb, large"
2017,Alta Loma Elementary,Gender,579,Male,314,176.0,0.5605,0.9782,"Suburb, large"
2017,Alta Loma Elementary,RaceEth,579,American Indian or Alaska Native,*,,,,"Suburb, large"
2017,Alta Loma Elementary,RaceEth,579,Asian,29,21.0,0.7241,0.9667,"Suburb, large"
2017,Alta Loma Elementary,RaceEth,579,Black or African American,43,15.0,0.3488,1.0,"Suburb, large"
2017,Alta Loma Elementary,RaceEth,579,Filipino,*,,,,"Suburb, large"
2017,Alta Loma Elementary,RaceEth,579,Hispanic or Latino,292,136.0,0.4658,0.9865,"Suburb, large"
2017,Alta Loma Elementary,RaceEth,579,Native Hawaiian or Pacific Islander,*,,,,"Suburb, large"
2017,Alta Loma Elementary,RaceEth,579,Two or More,*,,,,"Suburb, large"
2017,Alta Loma Elementary,RaceEth,579,White,193,118.0,0.6114,0.9698,"Suburb, large"
2017,Alta Vista Elementary,All Students,51,All Students,51,0.0,0.0,0.9623,"Suburb, small"
2017,Alta Vista Elementary,Disability Status,51,Non-SWD,47,0.0,0.0,0.9792,"Suburb, small"
2017,Alta Vista Elementary,Disability Status,51,SWD,*,,,,"Suburb, small"
2017,Alta Vista Elementary,EL Status,51,English Learner,36,0.0,0.0,0.973,"Suburb, small"
2017,Alta Vista Elementary,EL Status,51,English Proficient,15,0.0,0.0,0.9375,"Suburb, small"
2017,Alta Vista Elementary,EL Status,51,Ever EL,36,0.0,0.0,0.973,"Suburb, small"
2017,Alta Vista Elementary,Economic Status,51,Economically Disadvantaged,46,0.0,0.0,0.9583,"Suburb, small"
2017,Alta Vista Elementary,Economic Status,51,Not Economically Disadvantaged,*,,,,"Suburb, small"
2017,Alta Vista Elementary,Gender,51,Female,25,0.0,0.0,1.0,"Suburb, small"
2017,Alta Vista Elementary,Gender,51,Male,26,0.0,0.0,0.9286,"Suburb, small"
2017,Alta Vista Elementary,Migrant Status,51,Migrant,*,,,,"Suburb, small"
2017,Alta Vista Elementary,RaceEth,51,Hispanic or Latino,42,0.0,0.0,1.0,"Suburb, small"
2017,Alta Vista Elementary,RaceEth,51,Native Hawaiian or Pacific Islander,*,,,,"Suburb, small"
2017,Alta Vista Elementary,RaceEth,51,White,*,,,,"Suburb, small"
2017,Alta-Dutch Flat Union Elementary,All Students,12,All Students,12,7.0,0.5833,1.0,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,Disability Status,12,Non-SWD,12,7.0,0.5833,1.0,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,EL Status,12,EL Exited,*,,,,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,EL Status,12,English Proficient,12,7.0,0.5833,1.0,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,EL Status,12,Ever EL,*,,,,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,Economic Status,12,Economically Disadvantaged,*,,,,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,Economic Status,12,Not Economically Disadvantaged,*,,,,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,Gender,12,Female,*,,,,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,Gender,12,Male,*,,,,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,RaceEth,12,Hispanic or Latino,*,,,,"Rural, distant"
2017,Alta-Dutch Flat Union Elementary,RaceEth,12,White,11,6.0,0.5455,1.0,"Rural, distant"
2017,Alum Rock Union Elementary,All Students,1202,All Students,1202,380.0,0.3161,0.995,"City, large"
2017,Alum Rock Union Elementary,Disability Status,1202,Non-SWD,1046,373.0,0.3566,0.9971,"City, large"
2017,Alum Rock Union Elementary,Disability Status,1202,SWD,156,7.0,0.0449,0.9811,"City, large"
2017,Alum Rock Union Elementary,EL Status,1202,EL Exited,281,171.0,0.6085,0.9965,"City, large"
2017,Alum Rock Union Elementary,EL Status,1202,English Learner,556,77.0,0.1385,0.9964,"City, large"
2017,Alum Rock Union Elementary,EL Status,1202,English Proficient,634,300.0,0.4732,0.9953,"City, large"
2017,Alum Rock Union Elementary,EL Status,1202,Ever EL,837,248.0,0.2963,0.9964,"City, large"
2017,Alum Rock Union Elementary,Economic Status,1202,Economically Disadvantaged,1051,297.0,0.2826,0.9953,"City, large"
2017,Alum Rock Union Elementary,Economic Status,1202,Not Economically Disadvantaged,151,83.0,0.5497,0.9934,"City, large"
2017,Alum Rock Union Elementary,Gender,1202,Female,576,166.0,0.2882,0.9948,"City, large"
2017,Alum Rock Union Elementary,Gender,1202,Male,626,214.0,0.3419,0.9952,"City, large"
2017,Alum Rock Union Elementary,Migrant Status,1202,Migrant,13,3.0,0.2308,1.0,"City, large"
2017,Alum Rock Union Elementary,RaceEth,1202,American Indian or Alaska Native,*,,,,"City, large"
2017,Alum Rock Union Elementary,RaceEth,1202,Asian,162,111.0,0.6852,1.0,"City, large"
2017,Alum Rock Union Elementary,RaceEth,1202,Black or African American,18,2.0,0.1111,1.0,"City, large"
2017,Alum Rock Union Elementary,RaceEth,1202,Filipino,44,24.0,0.5455,1.0,"City, large"
2017,Alum Rock Union Elementary,RaceEth,1202,Hispanic or Latino,937,227.0,0.2423,0.9936,"City, large"
2017,Alum Rock Union Elementary,RaceEth,1202,Native Hawaiian or Pacific Islander,14,5.0,0.3571,1.0,"City, large"
2017,Alum Rock Union Elementary,RaceEth,1202,Two or More,*,,,,"City, large"
2017,Alum Rock Union Elementary,RaceEth,1202,White,16,6.0,0.375,1.0,"City, large"
2017,Alview-Dairyland Union Elementary,All Students,49,All Students,49,21.0,0.4286,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,Disability Status,49,Non-SWD,46,19.0,0.413,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,Disability Status,49,SWD,*,,,,"Rural, distant"
2017,Alview-Dairyland Union Elementary,EL Status,49,EL Exited,*,,,,"Rural, distant"
2017,Alview-Dairyland Union Elementary,EL Status,49,English Learner,18,5.0,0.2778,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,EL Status,49,English Proficient,31,16.0,0.5161,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,EL Status,49,Ever EL,20,6.0,0.3,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,Economic Status,49,Economically Disadvantaged,28,8.0,0.2857,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,Economic Status,49,Not Economically Disadvantaged,21,13.0,0.619,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,Gender,49,Female,24,12.0,0.5,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,Gender,49,Male,25,9.0,0.36,1.0,"Rural, distant"
2017,Alview-Dairyland Union Elementary,Migrant Status,49,Migrant,*,,,,"Rural, distant"
